Unit,Season,Bulls,Cows,Calves,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC,OTCCat
441,NA,19,NA,NA,19,190,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,197,17,283,19,15%,223,-4.500000000000005,  337,   95,28%,40.61143317401913,-107.21064341338534,"  215,919","   60,797",441 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),563.2,2000.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6114331740191/-107.210643413385,"EF003O1R,EM003O1R,EE004O1M,EF004O1M,EE004O1A,EE003O1R,EM003O2R,EF004O2R,EM003O3R,EF004O3R,EF003O4R,EM004O4R,EE003O4R,EE004O4R,EE003P1R,EE004P1M,EF004P1M,EE003P1A,EF003P5R,EM000U2R,EM000U3R,EF214W5R,EF441W2R,EE441W1R,EF441W1R,EF441W3R,EE214W2R,EF214W2R,EF214W4R,EE214W1R,EF214W1R,EF214W3R",OTC2R,Second Season Antlered
444,NA,52,NA,NA,52,286,18,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,303,18,325,18,18%,305,-3.0767402982137033e-15,  622,  409,66%,39.44359782244991,-106.94552266255688,"  398,337","  262,028",444 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),459.5,698.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4435978224499/-106.945522662557,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF444O2R,EF444O3R,EM444O4R,EF444O4R,EF444P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
471,NA,3,NA,NA,3,33,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,28,0,20,0,3%,27,5.000000000000002,  173,  155,90%,39.081094095283945,-106.7247845557572,"  110,661","   99,103",471 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),190.9,213.1,https://webmap.onxmaps.com/hunt/map#9.45/39.0810940952839/-106.724784555757,"EE043O1R,EF043O1R,EM043O1M,EF043O1M,EF471O2R,EF471O3R,EE471O4R,EF471O4R,EE043P1R,EF471P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE043V1A,EF043V1A",OTC2R,Second Season Antlered
511,NA,13,NA,NA,13,391,3,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,346,7,345,6,5%,361,-1.5000000000000013,  601,  370,61%,39.02133657600035,-105.08339590403808,"  384,760","  236,507",511 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),650.4,1058.1,https://webmap.onxmaps.com/hunt/map#9.45/39.0213365760004/-105.083395904038,"EM511O1R,EF511O1R,EM059O1M,EF059O1M,EF511O2R,EF511O3R,EM511O4R,EF511O4R,EF511P5R,EE000U1A,EM000U2R,EM000U3R,EE059V1A",OTC2R,Second Season Antlered
521,NA,58,NA,NA,58,501,12,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,513,13,509,17,14%,508,-2.500000000000002,  843,  635,75%,39.03052366129115,-107.44644912379322,"  539,236","  406,373",521 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),594.6,789,https://webmap.onxmaps.com/hunt/map#9.45/39.0305236612911/-107.446449123793,"EM041O1R,EF521O1R,EM041O1M,EF521O1M,EE521O1A,EF521O2R,EF521O3R,EM041O4R,EF521O4R,EE041P1R,EE052P1A,EE041P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
581,NA,36,NA,NA,36,313,11,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,377,13,318,12,12%,336,-0.5000000000000019,"1,134",  447,39%,38.75502221909619,-105.33209374010389,"  725,721","  286,068",581 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),276,700.3,https://webmap.onxmaps.com/hunt/map#9.45/38.7550222190962/-105.332093740104,"EM059O1R,EF059O1R,EM059O1M,EF059O1M,EF059O2R,EF059O3R,EM059O4R,EF059O4R,EF581P5R,EE000U1A,EM000U2R,EM000U3R,EE059V1A,EF059V1A",OTC2R,Second Season Antlered
591,NA,10,NA,NA,10,89,11,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,87,17,76,18,15%,84,-3.5000000000000058,  353,    0,0%,38.558887933380966,-104.82665250195026,"  225,907",        0,591 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),252.1,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.558887933381/-104.82665250195,"EF591L1R,EM059O1M,EF059O1M,EE000U1A,EM000U2R,EM000U3R,EE059V1A,EF059V1A",OTC2R,Second Season Antlered
681,NA,32,NA,NA,32,393,8,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,398,4,344,12,8%,378,-2.0000000000000004,  721,  634,88%,38.23185870018895,-106.21522653779576,"  461,479","  405,940",681 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),545,619.6,https://webmap.onxmaps.com/hunt/map#9.45/38.231858700189/-106.215226537796,"EM068O1R,EM068O1M,EF068O1M,EF068O2R,EF068O3R,EM068O4R,EF068O4R,EE000U1A,EM000U2R,EM000U3R,EE068V1A",OTC2R,Second Season Antlered
691,NA,3,NA,NA,3,30,11,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,21,0,24,14,8%,25,-1.499999999999999,  411,  187,45%,38.35059076174274,-105.4502421084166,"  262,775","  119,497",691 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),73.1,160.7,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417,"EE086O1R,EE086O1M,EF086O1M,EF086O2R,EF086O3R,EE086O4R,EF086O4R,EE086P1R,EF086P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE086V1A,EF086V1A",OTC2R,Second Season Antlered
711,NA,110,NA,NA,110,616,18,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,611,11,602,16,15%,610,0.9999999999999997,"1,313",  806,61%,37.76272237393551,-108.68985424947326,"  840,059","  515,765",711 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),469.3,764.4,https://webmap.onxmaps.com/hunt/map#9.45/37.7627223739355/-108.689854249473,"EM071O1R,EF071O1R,EM071O1M,EF071O1M,EM071O1A,EF071O1A,EF711O2R,EF711O3R,EM071O4R,EF711O4R,EM071P1R,EF071P1R,EE071P1A,EM071P4R,EF071P4R,EF072P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
741,NA,22,NA,NA,22,71,31,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,109,27,68,25,28%,83,2.9999999999999996,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),93.1,3024.4,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606,"EM074O1R,EF074O1R,EM074O1M,EF074O1M,EM074O1A,EF074O1A,EF741O2R,EF741O3R,EM074O4R,EF741O4R,EM074P1R,EF074P1R,EE074P1A,EM074P4R,EF074P4R,EF741P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
751,NA,78,NA,NA,78,350,22,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,391,24,297,18,21%,346,1.9999999999999956,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),476,668.2,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273,"EM075O1R,EF075O1R,EM075O1M,EF075O1M,EM075O1A,EF075O1A,EF075O2R,EF075O3R,EM075O4R,EF075O4R,EE075P1A,EM075P4R,EF075P4R,EF751P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
771,NA,19,NA,NA,19,160,12,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,191,11,181,21,15%,177,-4.500000000000002,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),277.7,1356.2,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847,"EM077O1R,EF077O1R,EM077O1M,EF077O1M,EM077O1A,EF077O1A,EF077O2R,EF077O3R,EM077O4R,EF077O4R,EM077P1R,EF077P1R,EE077P1A,EM077P4R,EF077P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
851,NA,24,NA,NA,24,82,29,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,74,20,107,22,24%,88,3.4999999999999982,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),118.9,915.4,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952,"EE851K2R,EE851K3R,EF085L1R,EF851L1R,EF851L2R,EF851L3R,EE085O1R,EM851O1R,EE085O1M,EF085O1M,EM851O1M,EE851O1A,EF085O2R,EM851O2R,EF085O3R,EM851O3R,EE085O4R,EF085O4R,EM851O4R,EE085P1R,EF085P5R,EF085P6R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE085V1A,EF085V1A,EE851W1R,EF851W1R,EE851W2R,EF851W2R,EF851W6R,EF851W4R",OTC2R,Second Season Antlered
6,NA,34,NA,NA,34,259,13,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,267,4,247,0,6%,258,6.500000000000003,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),419.3,609.4,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF006O3R,EE006O4R,EF006O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A,EE006W1R,EF006W1R,EF006W2R,EF006W3R,EF006W4R",OTC3R,Third Season Antlered
11,NA,75,NA,NA,75,500,15,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,512,8,753,21,15%,588,-3.0000000000000018,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),476.3,714.5,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073,"EF011L1R,EM011O1R,EF011O1R,EE011O1M,EF011O1M,EF011O2R,EM011O2R,EM011O3R,EF011O3R,EM011O4R,EF011O4R,EE011P1R,EE011P1A,EF011P5R,EE000U1A,EM000U2R,EM000U3R,EE011V1A,EF011W6R,EE011W1R,EF011W1R,EF011W3R,EE011W2R,EE011W4R,EF011W2R,EF011W4R",OTC3R,Third Season Antlered
12,NA,77,NA,NA,77,262,29,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,459,16,540,21,22%,420,3.9999999999999987,  846,  441,52%,40.21434540864836,-107.4903697865117,"  541,163","  282,387",12 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),309.9,593.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2143454086484/-107.490369786512,"EM011O1R,EF011O1R,EE012O1M,EF012O1M,EE012P1M,EE012O1A,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF011P5R,EM000U2R,EM000U3R,EE211W1R,EF211W1R",OTC3R,Third Season Antlered
13,NA,90,NA,NA,90,174,52,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,224,17,192,34,34%,197,8.999999999999998,  625,   66,11%,40.41797950603164,-107.32122641638192,"  400,229","   42,261",13 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),278.2,2635.1,https://webmap.onxmaps.com/hunt/map#9.45/40.4179795060316/-107.321226416382,"EF013L1R,EM011O1R,EF011O1R,EE011O1M,EF011O1M,EE012P1M,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF011P5R,EE000U1A,EM000U2R,EM000U3R,EE011V1A,EF011W6R,EE011W2R,EE011W4R,EF011W2R,EF011W4R",OTC3R,Third Season Antlered
14,NA,4,NA,NA,4,23,17,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,146,2,121,6,8%,97,5.500000000000003,  711,  608,86%,40.64805223700346,-106.78235398060852,"  454,811","  389,164",14 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),32.4,37.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6480522370035/-106.782353980609,"EM014O1R,EF014O1R,EE014O1M,EF014O1M,EM003O2R,EF014O2R,EM003O3R,EF014O3R,EM014O4R,EF014O4R,EE003P1A,EF014P5R,EE000U1A,EM000U2R,EM000U3R,EE014V1A",OTC3R,Third Season Antlered
15,NA,28,NA,NA,28,387,7,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,437,4,401,10,7%,408,-1.5000000000000013,  843,  550,65%,40.14756246676384,-106.73103073997014,"  539,743","  351,922",15 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),458.9,703.8,https://webmap.onxmaps.com/hunt/map#9.45/40.1475624667638/-106.73103073997,"EE015O1R,EF015O1R,EE015O1M,EF015O1M,EF015O2R,EF015O3R,EE015O4R,EF015O4R,EE015P1R,EE015P2R,EE015P3R,EE015P4R,EF015P5R,EE000U1A,EM000U2R,EM000U3R,EE015V1A",OTC3R,Third Season Antlered
16,NA,3,NA,NA,3,111,3,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,121,6,103,14,8%,112,-5.500000000000003,  556,  287,52%,40.59127558829043,-106.54270418428226,"  355,632","  183,364",16 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),199.8,387.4,https://webmap.onxmaps.com/hunt/map#9.45/40.5912755882904/-106.542704184282,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF016O3R,EE016O4R,EF016O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A,EE006W1R,EF006W1R,EF006W2R,EF006W3R,EF006W4R",OTC3R,Third Season Antlered
17,NA,59,NA,NA,59,168,35,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,224,0,157,4,13%,183,15.500000000000005,  487,  334,69%,40.46855537653808,-106.31715842380244,"  311,812","  213,812",17 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),344.8,502.9,https://webmap.onxmaps.com/hunt/map#9.45/40.4685553765381/-106.317158423802,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF017O3R,EE017O4R,EF017O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A",OTC3R,Third Season Antlered
18,NA,104,NA,NA,104,537,19,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,558,13,495,11,14%,530,3.9999999999999973,"1,109",  716,65%,40.23015999963011,-105.97606297890532,"  709,781","  458,386",18 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),484.2,749.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2301599996301/-105.976062978905,"EF018L1R,EE018O1R,EF018O1R,EE018O1M,EF018O1M,EF018O2R,EF018O3R,EE018O4R,EF018O4R,EE018P1R,EE018P4R,EF018P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE018V1A,EF018V1A",OTC3R,Third Season Antlered
21,NA,21,NA,NA,21,264,8,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,245,16,263,13,12%,257,-2.5000000000000053,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),175,199.1,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF021O3R,EM021O4R,EF021O4R,EE021O4R,EE021P1R,EE021P1A,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC3R,Third Season Antlered
22,NA,82,NA,NA,82,424,19,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,519,12,613,11,14%,519,3.9999999999999987,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),252.4,328.9,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"EF022L1R,EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF021O3R,EM021O4R,EF021O4R,EE021O4R,EE021P1R,EE021P1A,EF022P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC3R,Third Season Antlered
23,NA,22,NA,NA,22,236,9,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,384,12,509,13,11%,376,-2.0000000000000018,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),328,734.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"EM011O1R,EF011O1R,EE012O1M,EF012O1M,EE012P1M,EE033O1M,EF033O1M,EE012O1A,EE033O1A,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF023P5R,EF011P5R,EM000U2R,EM000U3R,EF023W3R,EE023W1R,EF023W1R,EF023W2R",OTC3R,Third Season Antlered
24,NA,0,NA,NA,0,144,0,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,203,7,222,9,5%,190,-4.5000000000000036,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),192.5,207.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"EM011O1R,EF011O1R,EE012O1M,EF012O1M,EE012P1M,EE033O1M,EF033O1M,EE012O1A,EE033O1A,EM011O2R,EF012O2R,EM011O3R,EF012O3R,EF011O4R,EM012O4R,EE011P1R,EF012P1M,EE011P1A,EF023P5R,EF011P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
25,NA,20,NA,NA,20,219,9,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,231,8,210,14,10%,220,-2.500000000000001,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),556.1,666,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"EM011O1R,EF025O1R,EE025O1M,EF025O1M,EF025O2R,EF025O3R,EM025O4R,EF025O4R,EE011P1R,EE011P1A,EF025P5R,EE000U1A,EM000U2R,EM000U3R,EE025V1A,EE025W1R,EF025W1R,EF025W2R",OTC3R,Third Season Antlered
26,NA,11,NA,NA,11,158,7,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,156,7,130,16,10%,148,-4.500000000000002,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),385.7,794.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"EF026L1R,EM011O1R,EF025O1R,EE025O1M,EF025O1M,EF025O2R,EF025O3R,EF025O4R,EM026O4R,EE011P1R,EE011P1A,EF025P5R,EE000U1A,EM000U2R,EM000U3R,EE025V1A,EE025W1R,EF025W1R,EF025W2R",OTC3R,Third Season Antlered
27,NA,4,NA,NA,4,115,3,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,121,3,108,6,4%,115,-1.500000000000002,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),340,636.5,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"EF027L1R,EE027O1R,EF027O1R,EE015O1M,EF015O1M,EF027O2R,EF027O3R,EE027O4R,EF027O4R,EE027P1R,EE027P4R,EF027P5R,EE000U1A,EM000U2R,EM000U3R,EE015V1A",OTC3R,Third Season Antlered
28,NA,13,NA,NA,13,281,5,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,370,4,400,11,7%,350,-3.0000000000000018,"1,130",  765,68%,39.9390718102676,-105.96096270574034,"  723,370","  489,343",28 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),248.6,367.5,https://webmap.onxmaps.com/hunt/map#9.45/39.9390718102676/-105.96096270574,"EE028O1R,EF028O1R,EE028O1M,EF028O1M,EF028O2R,EF028O3R,EE028O4R,EF028O4R,EE028P1R,EE028P1A,EE028P4R,EF028P5R,EE000U1A,EM000U2R,EM000U3R,EE028V1A",OTC3R,Third Season Antlered
30,NA,18,NA,NA,18,180,10,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,199,4,239,16,10%,206,-3.0000000000000027,"1,451","1,073",74%,39.33317031774471,-108.77099754861048,"  928,827","  686,736",30 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),124,167.8,https://webmap.onxmaps.com/hunt/map#9.45/39.3331703177447/-108.77099754861,"EF030L1R,EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF030O3R,EM021O4R,EF030O4R,EE021O4R,EE021P1R,EE021P1A,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC3R,Third Season Antlered
31,NA,83,NA,NA,83,289,29,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,242,28,241,19,25%,257,4.999999999999997,"1,178",  679,58%,39.43550762747674,-108.40337625907118,"  753,712","  434,248",31 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),245.4,425.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4355076274767/-108.403376259071,"EF031L1R,EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF030O3R,EM021O4R,EF030O4R,EE021O4R,EE021P1R,EE021P1A,EF022P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC3R,Third Season Antlered
32,NA,7,NA,NA,7,60,12,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,68,26,85,25,21%,71,-6.500000000000006,  507,  199,39%,39.56439704833727,-108.03367958650692,"  324,575","  127,531",32 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),118.3,301.1,https://webmap.onxmaps.com/hunt/map#9.45/39.5643970483373/-108.033679586507,"EF021O1R,EM021O1R,EE021O1M,EF021O1M,EE021O1R,EF021O2R,EF030O3R,EM021O4R,EF030O4R,EE021O4R,EE021P1R,EE021P1A,EF022P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE021V1A,EF021V1A",OTC3R,Third Season Antlered
33,NA,38,NA,NA,38,272,14,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,277,10,311,9,11%,287,2.499999999999999,  704,  530,75%,39.68867773716108,-107.6402495515074,"  450,288","  339,388",33 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),386.6,512.9,https://webmap.onxmaps.com/hunt/map#9.45/39.6886777371611/-107.640249551507,"EM011O1R,EF011O1R,EE012P1M,EE033O1M,EF033O1M,EE033O1A,EF033O2R,EF033O3R,EM033O4R,EF033O4R,EE011P1R,EF012P1M,EE011P1A,EE033P4R,EF033P5R,EM000U2R,EM000U3R",OTC3R,Third Season Antlered
34,NA,14,NA,NA,14,139,10,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,78,5,122,11,9%,113,-0.5000000000000011,  326,  300,92%,39.652666661531555,-107.28484773044072,"  208,574","  191,998",34 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),426.5,463.3,https://webmap.onxmaps.com/hunt/map#9.45/39.6526666615316/-107.284847730441,"EM011O1R,EF025O1R,EE025O1M,EF025O1M,EF034O2R,EF034O3R,EM034O4R,EF034O4R,EE011P1R,EE011P1A,EF034P5R,EE000U1A,EM000U2R,EM000U3R,EE025V1A",OTC3R,Third Season Antlered
35,NA,17,NA,NA,17,159,11,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,203,11,155,14,12%,172,-1.5000000000000013,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),349.9,500.2,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R",OTC3R,Third Season Antlered
36,NA,25,NA,NA,25,148,17,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,149,21,148,17,18%,148,-3.1401849173675514e-15,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),317.7,387.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A",OTC3R,Third Season Antlered
37,NA,35,NA,NA,35,178,20,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,203,9,215,6,12%,199,7.000000000000002,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),199.4,281.7,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE028O1R,EF028O1R,EE028O1M,EF028O1M,EF028O2R,EF028O3R,EE028O4R,EF028O4R,EE028P1R,EE028P1A,EE028P4R,EF028P5R,EE000U1A,EM000U2R,EM000U3R,EE028V1A",OTC3R,Third Season Antlered
38,NA,10,NA,NA,10,143,7,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,110,6,93,15,9%,115,-4.000000000000003,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),184.8,603.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EF038L1R,EF038L2R,EM038O1R,EF038O1R,EM038O1M,EF038O1M,EF038O2R,EF038O3R,EM038O4R,EF038O4R,EF038P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE038V1A,EF038V1A",OTC3R,Third Season Antlered
